RSN,EQID,SSN,EveLat,EveLon,MW,ML,mag,Depth,Rhyp,Rjb,Repi,STAID,Tn_rsn,pstar_rsn,SiteClass,SiteCLnew,VS30_Mac23,VS30_Art21,VS30_HA16,StaLat,StaLon,hp_freq,lp_freq,T0_01s,T0_02s,T0_022s,T0_025s,T0_029s,T0_03s,T0_032s,T0_035s,T0_036s,T0_04s,T0_042s,T0_044s,T0_045s,T0_046s,T0_048s,T0_05s,T0_055s,T0_06s,T0_065s,T0_067s,T0_07s,T0_075s,T0_08s,T0_085s,T0_09s,T0_095s,T0_1s,T0_11s,T0_12s,T0_13s,T0_133s,T0_14s,T0_15s,T0_16s,T0_17s,T0_18s,T0_19s,T0_2s,T0_22s,T0_24s,T0_25s,T0_26s,T0_28s,T0_29s,T0_3s,T0_32s,T0_34s,T0_35s,T0_36s,T0_38s,T0_4s,T0_42s,T0_44s,T0_45s,T0_46s,T0_48s,T0_5s,T0_55s,T0_6s,T0_65s,T0_667s,T0_7s,T0_75s,T0_8s,T0_85s,T0_9s,T0_95s,T1s,T1_1s,T1_2s,T1_3s,T1_4s,T1_5s,T1_6s,T1_7s,T1_8s,T1_9s,T2s,T2_2s,T2_4s,T2_5s,T2_6s,T2_8s,T3s,T3_2s,T3_4s,T3_5s,T3_6s,T3_8s,T4s,T4_2s,T4_4s,T4_6s,T4_8s,T5s,T5_5s,T6s,T6_5s,T7s,T7_5s,T8s,T8_5s,T9s,T9_5s,T10s
401,30,25,20.842,103.31,3.2,3.515,3.483333333,2.8,130.8103128,130.7594105,130.7803423,"TTVB",0.036,1.665096766,1.02,1.01,1997.966718,1286.854438,1286.854438,21.466,104.379,0.53,20,0.012976566,0.012844241,0.012896113,0.013033998,0.013266204,0.013344795,0.013457441,0.013407499,0.01369635,0.01427932,0.014577564,0.014933833,0.014903757,0.014837165,0.015182841,0.015968828,0.018639415,0.01898099,0.023069422,0.024512741,0.02580613,0.027414812,0.026733065,0.027883344,0.028666675,0.030434334,0.032522947,0.032265685,0.023612648,0.020913488,0.022458018,0.025718221,0.027422947,0.026106178,0.023400807,0.020477477,0.02131741,0.01884661,0.01850383,0.022116723,0.022227437,0.024201205,0.024096562,0.024485147,0.024458288,0.021821043,0.018882538,0.018574387,0.018731357,0.0190626,0.018894558,0.017722157,0.015249254,0.01424705,0.013394591,0.011184787,0.009217016,0.01028011,0.010275196,0.010528358,0.010407359,0.010062811,0.008481947,0.006898029,0.006118847,0.005140721,0.004094038,0.003203047,0.002487821,0.002263479,0.001558087,0.001240505,0.001232337,0.001195905,0.00125568,0.001040198,0.000889301,0.000753086,0.000527351,0.000463313,0.000426742,0.000417199,0.000425601,0.000411625,0.000386272,0.000357133,0.000349458,0.000343014,0.000315546,0.000269934,0.000223813,0.000186135,0.000166023,0.00015511,0.000147936,0.000125801,0.00010365,8.45e-05,6.59e-05,5.56e-05,4.9e-05,4.51e-05,4.07e-05,3.57e-05,3.11e-05
402,33,25,20.774,103.105,3.6,3.915,3.75,16.1,153.7606857,152.8740831,152.9154618,"TTVB",0.036,1.665096766,1.02,1.01,1997.966718,1286.854438,1286.854438,21.466,104.379,0.2,20,0.012186689,0.012117187,0.012269558,0.012374215,0.012568769,0.012652387,0.012478016,0.013070985,0.013259911,0.013271577,0.01329706,0.014150067,0.014698073,0.015140218,0.015527266,0.015305359,0.01583651,0.016656178,0.015525831,0.016352119,0.017449752,0.01897014,0.019404867,0.02113333,0.025420518,0.02657419,0.024592269,0.025817925,0.022145497,0.023467432,0.024895913,0.032082567,0.036828988,0.03574426,0.035930066,0.03845363,0.036727252,0.034508535,0.027318883,0.025940161,0.023836065,0.022824369,0.027271819,0.0295797,0.029056894,0.024409287,0.021938532,0.020445135,0.023069623,0.025813747,0.02197462,0.020201913,0.01970766,0.020398805,0.021171146,0.019012547,0.017090208,0.021705118,0.019060443,0.016293896,0.015088344,0.013856616,0.011708881,0.008801874,0.007811528,0.007139414,0.005999897,0.005428093,0.003331094,0.003839757,0.003795481,0.002679708,0.002910987,0.002794785,0.002633258,0.002249644,0.001793883,0.001415301,0.001150729,0.001157877,0.001171696,0.001139807,0.001015304,0.000926854,0.00086532,0.00078656,0.000743491,0.000702039,0.000613663,0.000556495,0.000517708,0.000486781,0.000446415,0.000396335,0.000338411,0.00028412,0.000247614,0.000198176,0.000158867,0.000123829,0.000101546,8.61e-05,7.88e-05,6.95e-05,6.46e-05
403,35,25,22.423,102.244,4,3.815,3.683333333,8.1,244.6942671,244.4783638,244.5601651,"TTVB",0.036,1.665096766,1.02,1.01,1997.966718,1286.854438,1286.854438,21.466,104.379,0.1,20,0.002943766,0.002938532,0.002954843,0.002991345,0.003021266,0.003038915,0.003028576,0.003023703,0.003001818,0.002977715,0.002942571,0.002961979,0.002972021,0.002996841,0.003083981,0.003100616,0.003106871,0.003218653,0.003309202,0.00333727,0.003309536,0.003343025,0.00353215,0.003780663,0.003696614,0.003383106,0.003452013,0.003681534,0.004229428,0.004513992,0.004284795,0.004276509,0.004621682,0.005205904,0.005315915,0.005732202,0.005366964,0.005055188,0.005582954,0.006525817,0.006036903,0.005529047,0.007273365,0.007073008,0.006916898,0.006382421,0.006486613,0.00620222,0.006151322,0.006914386,0.00671837,0.006968344,0.006889581,0.007006891,0.007340883,0.008125124,0.0075392,0.006708681,0.005951491,0.004873958,0.004839528,0.00456498,0.004260699,0.004012708,0.00401221,0.00363728,0.003079369,0.002718013,0.001999093,0.001445608,0.001706252,0.001507422,0.000897869,0.000717285,0.000738397,0.000762426,0.000718498,0.000806157,0.000654087,0.000496135,0.000435046,0.000393284,0.000382555,0.000337975,0.000342008,0.00035971,0.000335717,0.000298012,0.000259417,0.000213672,0.000176989,0.000170893,0.000135592,0.000113818,9.96e-05,9.06e-05,9.65e-05,8.01e-05,6.96e-05,6.44e-05,5.69e-05,4.75e-05,4.2e-05,3.66e-05,3.6e-05
404,36,25,20.99,107.016,3.5,4.5,4.5,18.8,279.0325169,278.363566,278.3984653,"TTVB",0.036,1.665096766,1.02,1.01,1997.966718,1286.854438,1286.854438,21.466,104.379,0.36,20,0.02190133,0.021593014,0.021679606,0.02190825,0.022464596,0.022572017,0.022711721,0.022634385,0.022559222,0.022946138,0.022958165,0.022985425,0.023088964,0.02315793,0.023620722,0.02451044,0.025565258,0.027613485,0.031188306,0.031313199,0.031791749,0.03297187,0.038324185,0.04267549,0.048389085,0.056329265,0.054118678,0.069688793,0.078694176,0.074067042,0.078075742,0.07777036,0.069793289,0.083061074,0.073467166,0.061427454,0.06031389,0.062884655,0.050366712,0.044460889,0.040487603,0.035842989,0.029048587,0.029725531,0.028011242,0.025349166,0.022952014,0.025178257,0.026393003,0.026634873,0.024513063,0.021657977,0.019732965,0.019586367,0.019696265,0.019544692,0.017496278,0.014052174,0.012235877,0.011318821,0.010516997,0.008929863,0.008775793,0.007345518,0.005496554,0.004177463,0.003942628,0.003357823,0.003211422,0.002771447,0.002560072,0.002102828,0.001895094,0.001684117,0.001696429,0.001814703,0.001722404,0.001480575,0.001051135,0.000764593,0.00068623,0.000602196,0.000502492,0.000399624,0.000306042,0.000270724,0.000264982,0.000257255,0.000220461,0.000203111,0.000196808,0.000191161,0.00018903,0.00018128,0.000163243,0.000114537,9.23e-05,7.7e-05,7.11e-05,6.57e-05,6.12e-05,5.52e-05,4.63e-05,3.83e-05,3.29e-05
405,37,25,21.005,106.916,2.9,3.715000001,3.616666667,20.9,268.7069683,267.8803798,267.8929354,"TTVB",0.036,1.665096766,1.02,1.01,1997.966718,1286.854438,1286.854438,21.466,104.379,0.76,20,0.004602964,0.004557131,0.004616221,0.004613348,0.004683401,0.004650371,0.004646474,0.004958392,0.004967603,0.00490959,0.005022978,0.005192195,0.005270044,0.005298762,0.005393515,0.005601934,0.006029669,0.006960916,0.006944381,0.007290203,0.008012101,0.009624537,0.011243672,0.01397049,0.016646185,0.01671986,0.016257394,0.020303777,0.018599141,0.012295941,0.012933532,0.012248466,0.011235887,0.012528296,0.014844579,0.012595042,0.010455544,0.01066259,0.011774533,0.008825087,0.007988537,0.008421798,0.008209834,0.008283417,0.007494677,0.005993778,0.005630249,0.005399186,0.005538469,0.006265609,0.006169563,0.00504261,0.004900168,0.004915952,0.004934891,0.004415588,0.004232522,0.003130991,0.002494103,0.002171483,0.002255595,0.002252332,0.002019402,0.001776924,0.00119513,0.00092782,0.000889603,0.00074611,0.000754981,0.000580941,0.000484265,0.000473312,0.000437899,0.00039339,0.000345776,0.000403154,0.000384683,0.00034206,0.000235587,0.000178872,0.000158709,0.000138725,9.61e-05,8.17e-05,7.67e-05,7.38e-05,7.21e-05,6.83e-05,5.39e-05,5.11e-05,4.75e-05,4.32e-05,3.97e-05,3.61e-05,3.36e-05,3.47e-05,3.55e-05,3.14e-05,3.11e-05,2.96e-05,2.84e-05,3.12e-05,3.29e-05,3.57e-05,3.89e-05
406,40,25,20.958,103.862,3.6,3.815,3.683333333,32.6,84.41391668,77.82357076,77.86494288,"TTVB",0.036,1.665096766,1.02,1.01,1997.966718,1286.854438,1286.854438,21.466,104.379,0.1,20,0.031728741,0.031271619,0.031437208,0.03164046,0.031898224,0.032035921,0.031976121,0.034964276,0.035805194,0.035973132,0.03664576,0.038633392,0.039586462,0.040953577,0.044768732,0.050731126,0.053195792,0.060392431,0.06829636,0.071360084,0.074209185,0.066716331,0.061358983,0.07101128,0.073266744,0.075622936,0.078845391,0.088666605,0.097854849,0.107931376,0.110327419,0.122743604,0.134184489,0.139056453,0.130910363,0.118741504,0.104748815,0.089321375,0.063634209,0.053007701,0.052506216,0.046626667,0.044026819,0.045784516,0.045943688,0.047249241,0.040629189,0.04136654,0.040787999,0.035402481,0.035419812,0.035213918,0.028722428,0.0283141,0.025848732,0.019492327,0.019273463,0.01739342,0.014194197,0.013372883,0.011825404,0.008710199,0.008487006,0.007064783,0.00567489,0.005290994,0.004512126,0.00384529,0.002731483,0.002602508,0.002163102,0.002030504,0.001618464,0.001646953,0.001438595,0.001199478,0.001130718,0.001130282,0.000977358,0.000785158,0.000671605,0.000599042,0.000500145,0.000441312,0.000334855,0.000266582,0.000255609,0.000248033,0.000227108,0.000207636,0.000177808,0.000156065,0.000130865,0.000116382,0.000121019,0.000118365,9.89e-05,6.65e-05,5.13e-05,4.42e-05,3.97e-05,3.31e-05,2.81e-05,2.52e-05,2.3e-05
407,42,25,21.661,102.85,3.2,3.615,3.55,0,159.5967425,159.5758103,159.5967425,"TTVB",0.036,1.665096766,1.02,1.01,1997.966718,1286.854438,1286.854438,21.466,104.379,0.1,20,0.003432541,0.003767419,0.003793371,0.004110849,0.006192072,0.007509046,0.009954284,0.010403221,0.010246009,0.009392386,0.007980794,0.007299591,0.007042827,0.006782563,0.006789891,0.005882641,0.004493417,0.004085473,0.004321953,0.004436628,0.004421471,0.005010602,0.005775587,0.007199757,0.006372806,0.005609162,0.005555193,0.004838937,0.005508352,0.005792895,0.005831752,0.006014369,0.007141557,0.006951348,0.008045175,0.00705633,0.00540883,0.005402798,0.006589748,0.006429649,0.006748635,0.00744345,0.007363366,0.006892891,0.007101119,0.007906634,0.008087943,0.00739976,0.006738621,0.007018916,0.007075596,0.007742097,0.009198181,0.009562754,0.009457336,0.009239519,0.010198508,0.010892613,0.012245475,0.00970074,0.008702111,0.008820303,0.009389743,0.009856079,0.00804005,0.005776292,0.005862164,0.005595924,0.005345553,0.006202388,0.00509358,0.004355948,0.004137059,0.004651518,0.004751257,0.004960995,0.00444635,0.004086404,0.003171132,0.002740548,0.002485911,0.002329898,0.002194797,0.002238214,0.001985476,0.00183183,0.001731287,0.001586598,0.001313201,0.001024546,0.000920671,0.000773655,0.000668599,0.000600633,0.0005155,0.000469181,0.000463194,0.000384064,0.000304994,0.000286742,0.000247768,0.000223881,0.000202348,0.000187237,0.000177989
408,27,28,19.071,105.143,3.5,4.115,3.883333333,0,275.5129458,275.4780466,275.5129458,"VIVB",0.5,2.123129319,1.02,4,316.7531897,245.2725223,250,16.65,105.697,0.89,20,0.601451264,0.609117495,0.619368128,0.642020846,0.704425884,0.727203665,0.774894804,0.874229951,0.918819808,1.096332745,1.12158199,1.104813618,1.10938507,1.108453497,1.207084167,1.313550309,1.767580394,1.694439122,1.773353524,2.172523149,2.301157125,2.005395193,1.971727628,2.007245979,1.838556915,2.159270185,1.937032357,1.284999071,1.611503777,1.456302022,1.477679815,1.376093642,1.120983828,0.994254647,1.064894547,1.17160675,1.270285113,1.303618074,1.268838144,1.319719122,1.210411875,1.110587963,0.93646126,0.897057468,0.844128716,0.753630671,0.594315509,0.609158829,0.639211483,0.659855375,0.611442749,0.580918238,0.562397364,0.571392797,0.586084339,0.599562547,0.599998237,0.451827714,0.356857675,0.264190796,0.231117633,0.215775488,0.198286714,0.176773459,0.163159355,0.164645366,0.140139601,0.103604742,0.085409209,0.070466627,0.052089015,0.040264386,0.035987423,0.037255605,0.038120207,0.032913967,0.02647435,0.024264583,0.021217722,0.01908528,0.018429655,0.017789439,0.015675568,0.014001545,0.013376307,0.011937992,0.011168003,0.010284177,0.008402692,0.006913038,0.006223691,0.005407032,0.005065301,0.004744081,0.00444081,0.003617264,0.002969593,0.002555385,0.002196227,0.001889456,0.001631011,0.001413579,0.001229726,0.001073496,0.000940441
410,83,28,18.203,104.898,4,4.8,4.8,0.6,192.368325,192.2855925,192.3673893,"VIVB",0.5,2.123129319,1.02,4,316.7531897,245.2725223,250,16.65,105.697,0.86,20,1.017388917,1.015004727,1.02613799,1.046803397,1.079856701,1.081419788,1.13101921,1.43849726,1.47993543,1.320525949,1.382133964,1.48079436,1.508077905,1.57647395,1.718845958,1.534935465,1.83505477,2.295389677,2.464156888,2.202377289,2.245583336,2.218701463,2.431546735,2.6091733,2.571780093,2.527820732,2.694016348,2.913191808,2.812694868,2.644836697,2.613027977,2.557388997,2.383887208,2.120143868,2.457828435,2.172298634,2.116030215,2.19022056,2.196653642,1.611742763,1.451753924,1.265317657,1.16087131,1.074527678,0.958914581,0.812520789,0.704581327,0.642180223,0.599313109,0.614352169,0.62304333,0.677334271,0.70040422,0.70696945,0.725715957,0.758762498,0.765003538,0.499518009,0.370103669,0.328954943,0.335209088,0.321165552,0.239869592,0.215292882,0.154160837,0.126290286,0.112105067,0.115855174,0.115586688,0.098537761,0.072717936,0.046072714,0.036960017,0.036063659,0.032132514,0.026129485,0.022339493,0.02118752,0.017298738,0.01398533,0.012868784,0.012022927,0.010989448,0.010223873,0.009323275,0.008364277,0.007875853,0.007372869,0.006427129,0.005620197,0.004857851,0.00437615,0.003959863,0.00365149,0.003421228,0.002944733,0.002534748,0.002179696,0.001881089,0.001639539,0.001431089,0.001251014,0.001095514,0.000968263,0.000862346
411,89,28,18.28,106.445,3.1,3.815,3.683333333,8.2,198.0206613,197.8331549,197.8508082,"VIVB",0.5,2.123129319,1.02,4,316.7531897,245.2725223,250,16.65,105.697,0.8,20,0.161265508,0.168827582,0.17119846,0.177299694,0.202242975,0.216889415,0.247267575,0.275826195,0.297210766,0.321720317,0.316480708,0.294225672,0.285044893,0.279613675,0.289354561,0.316329944,0.391506231,0.388663621,0.396903571,0.39059615,0.445550177,0.463832141,0.544996697,0.632640384,0.543190613,0.418543028,0.419106249,0.360525268,0.347957072,0.380910533,0.394976382,0.377052279,0.380523067,0.379721608,0.336696006,0.366565578,0.405052722,0.393979217,0.271228739,0.295980946,0.285606388,0.245632016,0.195075169,0.182361915,0.163713996,0.147756197,0.144303279,0.154868624,0.158622833,0.145679185,0.148377024,0.133552321,0.109926096,0.103649553,0.095858007,0.086470843,0.096157648,0.097010011,0.091331477,0.088717859,0.07971051,0.062728614,0.048119139,0.040667641,0.036095847,0.034444567,0.030662804,0.02714976,0.024451644,0.023702577,0.019407675,0.015550609,0.013446142,0.011055017,0.008319499,0.006841412,0.005478319,0.004724356,0.004253561,0.003762677,0.003447903,0.003338556,0.002894247,0.002650786,0.002336352,0.001923033,0.001821651,0.001726216,0.001564258,0.001452987,0.001383531,0.001241304,0.001076206,0.000928812,0.000831083,0.000700976,0.000577432,0.000466909,0.000377425,0.000324242,0.000287486,0.000253677,0.00022286,0.00019629,0.000174156
412,103,29,21.98,103.478,3.5,3.515,3.483333333,7.7,118.7840561,225.3252213,118.5342228,"VN01",0.4,3.494672064,3,3,370.3036613,282.2943626,282.2943626,22.565,102.515,0.1,20,0.20766633,0.204836283,0.20516702,0.207732945,0.251716753,0.275384502,0.3779903,0.461369875,0.437183298,0.456980392,0.522517611,0.566930159,0.532934421,0.479658709,0.384801193,0.279038208,0.255169251,0.241718178,0.251269904,0.267297121,0.271363473,0.276164504,0.281196985,0.302571257,0.345073421,0.377414642,0.392257819,0.384470597,0.397201428,0.431124384,0.402364245,0.468207564,0.509047114,0.476436274,0.496785359,0.58611953,0.675064275,0.728819147,0.690426636,0.542353325,0.47285534,0.474670931,0.506109556,0.508165662,0.487944406,0.486705365,0.555447651,0.572830064,0.551263945,0.445153904,0.326913904,0.331366663,0.293321198,0.269487573,0.247953858,0.226558478,0.208182061,0.138739001,0.114307875,0.090955724,0.083286919,0.073306599,0.057994765,0.048061531,0.042338946,0.037490593,0.031908632,0.026247871,0.020836223,0.016116841,0.012288251,0.010718157,0.008711913,0.007143688,0.006618942,0.006006111,0.005456173,0.004908979,0.003867374,0.003367,0.003067631,0.002761004,0.002497952,0.002195721,0.001912111,0.001716515,0.001669945,0.001607257,0.001429327,0.001295258,0.001181317,0.001055106,0.000960642,0.000899855,0.000811743,0.000660773,0.000531284,0.000462089,0.000371753,0.000324054,0.000312417,0.000263542,0.000227677,0.000215407,0.000208616
413,105,29,23.302,101.982,3.8,3.815,3.683333333,0.1,98.46361036,225.301939,98.46355958,"VN01",0.4,3.494672064,3,3,370.3036613,282.2943626,282.2943626,22.565,102.515,0.56,20,0.397985621,0.392858412,0.398240433,0.431345404,0.559334602,0.617325555,0.734071876,0.81986879,0.83614573,0.804255967,0.760127951,0.712003119,0.69446966,0.673388801,0.635926664,0.595525258,0.576619844,0.712047747,0.679850493,0.704920856,0.695931384,0.757713927,0.67224495,0.668667499,0.671836291,0.687854792,0.674657263,0.685656565,0.870478388,0.921270598,0.903922416,1.044757045,1.069029317,1.107093471,1.268546997,1.103415962,0.884354077,0.957638452,0.969500797,1.1512068,1.113906977,0.94963601,0.736012365,0.712754152,0.751058997,0.876074604,0.921267224,0.922940849,0.925509468,0.808128917,0.713905905,0.608246043,0.510290216,0.504869136,0.503588548,0.461864209,0.400539064,0.293681613,0.215650471,0.172862684,0.155122058,0.130780708,0.098490007,0.072617495,0.061274716,0.056098645,0.055476873,0.051655364,0.03663285,0.027073062,0.022512772,0.01836344,0.01484058,0.011998082,0.010645495,0.009608649,0.008507596,0.007659836,0.006448147,0.005337512,0.00493473,0.004558986,0.003904602,0.003386962,0.002910432,0.002609791,0.002483181,0.002333368,0.002037626,0.001843812,0.00166963,0.001530598,0.001394213,0.001270375,0.001160179,0.000955543,0.000810202,0.000715369,0.000627022,0.000542412,0.000484096,0.00043397,0.000395262,0.000397874,0.000413634
414,106,29,23.369,101.978,4.3,4.3,4.3,0,104.9524866,225.2237597,104.9524866,"VN01",0.4,3.494672064,3,3,370.3036613,282.2943626,282.2943626,22.565,102.515,0.99,20,1.029189896,1.032457417,1.037594233,1.047986234,1.073850333,1.089075998,1.137384291,1.284151348,1.315932671,1.170810217,1.158276431,1.186780207,1.169633765,1.149832893,1.199721936,1.229780399,1.337624797,1.401750419,1.465357405,1.527607537,1.778027846,1.930412479,1.91276793,2.118074852,2.16857311,2.162567678,2.043983319,1.796642977,2.162280466,2.01935365,1.868088961,1.77243588,1.706928117,2.134388543,2.383784315,2.232593925,2.039292816,2.11687312,2.578524774,2.887119257,2.973282933,2.852173462,2.27938824,2.330200309,2.349171106,2.905933839,3.226396583,3.251374118,3.159017195,2.807658476,2.511153233,2.159015273,2.156299774,2.19056448,2.201053804,2.030359867,1.769838202,1.180136029,0.899617073,0.732268806,0.673500405,0.546807882,0.418210788,0.306348021,0.26579436,0.242899776,0.243605892,0.22699606,0.160735106,0.121623316,0.097360168,0.079155651,0.064008472,0.050164774,0.041490844,0.037975645,0.033124572,0.02980166,0.025089605,0.021479476,0.02005685,0.018521566,0.015633239,0.013576972,0.011733614,0.010226177,0.009516174,0.008931302,0.008084123,0.007271899,0.00651402,0.005913653,0.005432983,0.005015717,0.00460274,0.003724441,0.003168402,0.002749777,0.002525216,0.002265744,0.001985426,0.001715061,0.00151077,0.001366526,0.001242299
415,107,29,22.668,103.373,3.5,3.515,3.483333333,0,88.80999687,225.3252213,88.80999687,"VN01",0.4,3.494672064,3,3,370.3036613,282.2943626,282.2943626,22.565,102.515,0.1,20,0.424124439,0.428116433,0.432415036,0.441332727,0.469269298,0.487381282,0.552794585,0.616245476,0.604765016,0.698730072,0.771879071,0.76271775,0.755648184,0.733139903,0.738090611,0.690546813,0.742860636,0.836939336,0.830185966,0.863913898,0.863276349,0.988302568,1.231492707,1.179107454,1.035335578,1.152614102,1.157993746,1.141137313,1.072994582,1.070549442,1.114126536,1.245526712,1.211210001,1.151218505,1.38764113,1.388883154,1.237736721,1.189993367,1.199480331,1.207218349,1.181948173,1.101508263,0.954349997,0.80199188,0.742769514,0.656472899,0.617483696,0.612659956,0.592595455,0.504056101,0.415477377,0.321814082,0.31747998,0.312433096,0.310938484,0.303108169,0.292612751,0.227077964,0.171899604,0.11121599,0.104569704,0.088466598,0.06381164,0.052066193,0.046479292,0.04051811,0.035799554,0.0306015,0.022318155,0.018261167,0.014865118,0.012569487,0.011190076,0.009955504,0.008688563,0.007676481,0.006829781,0.006069368,0.004895087,0.004113074,0.003813932,0.003538755,0.002994586,0.002615797,0.002344857,0.002105801,0.001961649,0.001815864,0.001588668,0.001432962,0.00128029,0.00114408,0.001055177,0.000998088,0.000943196,0.000784413,0.000648055,0.000541768,0.000465946,0.000407296,0.000356617,0.000314899,0.000282129,0.000254869,0.000229971
416,116,29,22.491,102.634,4.4,4.9,4.9,10,17.8071876,225.1984394,14.73417559,"VN01",0.4,3.494672064,3,3,370.3036613,282.2943626,282.2943626,22.565,102.515,0.1,20,18.38429969,18.71597016,19.44863924,20.98415529,26.07055602,28.5493442,32.15930663,38.75826343,38.89613091,39.95104172,36.30203663,35.1010413,34.80725161,36.39536388,36.54169586,34.86027329,32.16772572,32.60235713,30.02364578,27.85037099,29.48180444,29.71268031,28.90960228,29.54729855,29.16789441,27.88135514,25.91269962,30.51678302,31.95291032,29.42343068,27.68141981,24.56794621,26.45548869,24.94887942,23.62726069,20.22921516,20.866123,22.61955613,25.35140237,25.71724792,23.55701524,22.23581562,22.65969282,23.14665038,24.41980236,24.73747264,23.47356884,23.598198,23.92849937,25.29451148,21.4816397,16.46240095,13.09076525,12.5025049,13.01702799,13.34345439,12.34037733,9.728346899,7.352319859,5.366912854,5.401306379,5.041924761,4.570993502,4.208973249,3.906227665,3.894592621,3.966698211,3.845299865,2.967806637,2.497756555,2.109299175,1.882347791,1.495806744,1.239860853,1.065360701,0.90745948,0.755212129,0.650396578,0.506929898,0.442076918,0.42839443,0.418943468,0.405005935,0.392635908,0.378261764,0.361714496,0.352239668,0.342110081,0.322907782,0.316237935,0.308796567,0.300711447,0.289314621,0.275968638,0.261762455,0.239377261,0.231304607,0.222037599,0.211434063,0.200280232,0.189226853,0.178487365,0.169285407,0.163024291,0.156517517
